-0.0422	0.0825	0.1188	0.1483	-0.1660	-0.1617	0.1128	-0.9165	-0.0317	0.0612	0.0861	0.1037	-0.1100	-0.0993	-0.0633	0.0006	
-0.1093	0.2018	0.2631	0.2836	-0.2597	-0.1959	0.1040	-0.0000	0.1455	-0.2720	-0.3630	-0.4056	0.3921	0.3189	0.1851	-0.0013	
-0.1838	0.3259	0.3961	0.3845	-0.3039	-0.1869	0.0764	0.3666	-0.1381	0.2417	0.2871	0.2688	-0.2013	-0.1148	-0.0429	-0.0003	
-0.2031	0.2928	0.2196	0.0265	0.1739	0.2633	-0.1895	0.0000	0.2703	-0.3947	-0.3029	-0.0379	-0.2625	-0.4288	-0.3373	0.0037	
-0.2994	0.3903	0.2118	-0.1123	0.3695	0.4130	-0.2520	-0.1466	-0.2249	0.2895	0.1535	-0.0785	0.2448	0.2536	0.1416	0.0001	
-0.2680	0.2230	-0.0799	-0.2811	0.1433	-0.1582	0.2414	-0.0000	0.3567	-0.3006	0.1102	0.4020	-0.2163	0.2577	0.4297	-0.0093	
-0.3723	0.2405	-0.2194	-0.3950	0.0565	-0.3684	0.3829	0.0587	-0.2797	0.1784	-0.1590	-0.2762	0.0374	-0.2263	-0.2151	-0.0000	
-0.2948	0.0308	-0.2862	-0.0527	-0.2699	-0.0506	-0.2504	0.0000	0.3924	-0.0415	0.3949	0.0754	0.4073	0.0824	-0.4459	0.0234	
-0.3924	-0.0415	-0.3949	0.0754	-0.4073	0.0824	-0.4459	-0.0234	-0.2948	-0.0308	-0.2862	0.0527	-0.2699	0.0506	0.2504	0.0000	
-0.2797	-0.1784	-0.1590	0.2762	0.0374	0.2263	0.2151	-0.0000	0.3723	0.2405	0.2194	-0.3950	-0.0565	-0.3684	0.3829	-0.0587	
-0.3567	-0.3006	-0.1102	0.4020	0.2163	0.2577	0.4297	0.0093	-0.2680	-0.2230	-0.0799	0.2811	0.1433	0.1582	-0.2414	-0.0000	
-0.2249	-0.2895	0.1535	0.0785	0.2448	-0.2536	-0.1416	0.0001	0.2994	0.3903	-0.2118	-0.1123	-0.3695	0.4130	-0.2520	0.1466	
-0.2703	-0.3947	0.3029	-0.0379	0.2625	-0.4288	-0.3373	-0.0037	-0.2031	-0.2928	0.2196	-0.0265	0.1739	-0.2633	0.1895	0.0000	
-0.1381	-0.2417	0.2871	-0.2688	-0.2013	0.1148	0.0429	-0.0003	0.1838	0.3259	-0.3961	0.3845	0.3039	-0.1869	0.0764	-0.3666	
-0.1455	-0.2720	0.3630	-0.4056	-0.3921	0.3189	0.1851	0.0013	-0.1093	-0.2018	0.2631	-0.2836	-0.2597	0.1959	-0.1040	-0.0000	
-0.0317	-0.0612	0.0861	-0.1037	-0.1100	0.0993	0.0633	0.0006	0.0422	0.0825	-0.1188	0.1483	0.1660	-0.1617	0.1128	0.9165	
