-0.0373	0.0726	0.1037	0.1279	-0.1408	-0.1342	0.0915	0.0373	-0.0726	-0.1037	-0.1279	0.1408	0.1342	0.0915	-0.6481	-0.6481	
-0.1287	0.2395	0.3170	0.3499	-0.3325	-0.2646	0.1501	-0.1287	0.2395	0.3170	0.3499	-0.3325	-0.2646	-0.1501	0.0009	-0.0009	
-0.1626	0.2869	0.3459	0.3317	-0.2578	-0.1551	0.0620	0.1626	-0.2869	-0.3459	-0.3317	0.2578	0.1551	0.0620	0.2592	0.2592	
-0.2391	0.3475	0.2646	0.0327	0.2227	0.3558	-0.2736	-0.2391	0.3475	0.2646	0.0327	0.2227	0.3558	0.2736	-0.0026	0.0026	
-0.2647	0.3437	0.1850	-0.0969	0.3134	0.3427	-0.2044	0.2647	-0.3437	-0.1850	0.0969	-0.3134	-0.3427	-0.2044	-0.1037	-0.1037	
-0.3155	0.2647	-0.0962	-0.3469	0.1834	-0.2138	0.3485	-0.3155	0.2647	-0.0962	-0.3469	0.1834	-0.2138	-0.3485	0.0066	-0.0066	
-0.3293	0.2117	-0.1916	-0.3408	0.0479	-0.3057	0.3105	0.3293	-0.2117	0.1916	0.3408	-0.0479	0.3057	0.3105	0.0415	0.0415	
-0.3470	0.0365	-0.3448	-0.0651	-0.3455	-0.0684	-0.3616	-0.3470	0.0365	-0.3448	-0.0651	-0.3455	-0.0684	0.3616	-0.0166	0.0166	
-0.3470	-0.0365	-0.3448	0.0651	-0.3455	0.0684	-0.3616	0.3470	0.0365	0.3448	-0.0651	0.3455	-0.0684	-0.3616	-0.0166	-0.0166	
-0.3293	-0.2117	-0.1916	0.3408	0.0479	0.3057	0.3105	-0.3293	-0.2117	-0.1916	0.3408	0.0479	0.3057	-0.3105	0.0415	-0.0415	
-0.3155	-0.2647	-0.0962	0.3469	0.1834	0.2138	0.3485	0.3155	0.2647	0.0962	-0.3469	-0.1834	-0.2138	0.3485	0.0066	0.0066	
-0.2647	-0.3437	0.1850	0.0969	0.3134	-0.3427	-0.2044	-0.2647	-0.3437	0.1850	0.0969	0.3134	-0.3427	0.2044	-0.1037	0.1037	
-0.2391	-0.3475	0.2646	-0.0327	0.2227	-0.3558	-0.2736	0.2391	0.3475	-0.2646	0.0327	-0.2227	0.3558	-0.2736	-0.0026	-0.0026	
-0.1626	-0.2869	0.3459	-0.3317	-0.2578	0.1551	0.0620	-0.1626	-0.2869	0.3459	-0.3317	-0.2578	0.1551	-0.0620	0.2592	-0.2592	
-0.1287	-0.2395	0.3170	-0.3499	-0.3325	0.2646	0.1501	0.1287	0.2395	-0.3170	0.3499	0.3325	-0.2646	0.1501	0.0009	0.0009	
-0.0373	-0.0726	0.1037	-0.1279	-0.1408	0.1342	0.0915	-0.0373	-0.0726	0.1037	-0.1279	-0.1408	0.1342	-0.0915	-0.6481	0.6481	
